DATE,Start (ET),AWAY,HOME,Arena
10/22/2024,7:30p,NYK,BOS,TD Garden
10/22/2024,10:00p,MIN,LAL,Crypto.com Arena
10/23/2024,7:00p,IND,DET,Little Caesars Arena
10/23/2024,7:30p,BRK,ATL,State Farm Arena
10/23/2024,7:30p,ORL,MIA,Kaseya Center
10/23/2024,7:30p,MIL,PHI,Wells Fargo Center
10/23/2024,7:30p,CLE,TOR,Scotiabank Arena
10/23/2024,8:00p,CHO,HOU,Toyota Center
10/23/2024,8:00p,CHI,NOP,Smoothie King Center
10/23/2024,9:00p,MEM,UTA,Delta Center
10/23/2024,10:00p,PHO,LAC,Intuit Dome
10/23/2024,10:00p,GSW,POR,Moda Center
10/24/2024,7:00p,BOS,WAS,Capital One Arena
10/24/2024,7:30p,SAS,DAL,American Airlines Center
10/24/2024,10:00p,MIN,SAC,Golden 1 Center
10/24/2024,10:00p,OKC,DEN,Ball Arena
10/25/2024,7:00p,BRK,ORL,Kia Center
10/25/2024,7:00p,PHI,TOR,Scotiabank Arena
10/25/2024,7:30p,CHO,ATL,State Farm Arena
10/25/2024,7:30p,DET,CLE,Rocket Mortgage Fieldhouse
10/25/2024,7:30p,IND,NYK,Madison Square Garden (IV)
10/25/2024,8:00p,MEM,HOU,Toyota Center
10/25/2024,8:00p,CHI,MIL,Fiserv Forum
10/25/2024,9:30p,GSW,UTA,Delta Center
10/25/2024,10:00p,PHO,LAL,Crypto.com Arena
10/25/2024,10:00p,NOP,POR,Moda Center
10/26/2024,5:00p,LAC,DEN,Ball Arena
10/26/2024,7:00p,CLE,WAS,Capital One Arena
10/26/2024,7:00p,BOS,DET,Little Caesars Arena
10/26/2024,7:00p,MIA,CHO,Spectrum Center
10/26/2024,8:00p,ORL,MEM,FedEx Forum
10/26/2024,8:00p,TOR,MIN,Target Center
10/26/2024,8:00p,OKC,CHI,United Center
10/26/2024,8:30p,HOU,SAS,Frost Bank Center
10/26/2024,10:00p,DAL,PHO,Footprint Center
10/26/2024,10:30p,SAC,LAL,Crypto.com Arena
10/27/2024,3:30p,PHI,IND,Gainbridge Fieldhouse
10/27/2024,6:00p,NOP,POR,Moda Center
10/27/2024,6:00p,MIL,BRK,Barclays Center
10/27/2024,7:00p,ATL,OKC,Paycom Center
10/27/2024,8:30p,LAC,GSW,Chase Center
10/28/2024,7:00p,IND,ORL,Kia Center
10/28/2024,7:30p,WAS,ATL,State Farm Arena
10/28/2024,7:30p,MIL,BOS,TD Garden
10/28/2024,7:30p,DEN,TOR,Scotiabank Arena
10/28/2024,7:30p,DET,MIA,Kaseya Center
10/28/2024,7:30p,CLE,NYK,Madison Square Garden (IV)
10/28/2024,8:00p,HOU,SAS,Frost Bank Center
10/28/2024,8:00p,CHI,MEM,FedEx Forum
10/28/2024,8:30p,UTA,DAL,American Airlines Center
10/28/2024,10:00p,POR,SAC,Golden 1 Center
10/28/2024,10:00p,LAL,PHO,Footprint Center
10/29/2024,7:30p,DEN,BRK,Barclays Center
10/29/2024,7:30p,DAL,MIN,Target Center
10/29/2024,9:00p,SAC,UTA,Delta Center
10/29/2024,10:00p,NOP,GSW,Chase Center
10/30/2024,7:00p,DET,PHI,Wells Fargo Center
10/30/2024,7:00p,ATL,WAS,Capital One Arena
10/30/2024,7:00p,BOS,IND,Gainbridge Fieldhouse
10/30/2024,7:00p,LAL,CLE,Rocket Mortgage Fieldhouse
10/30/2024,7:00p,TOR,CHO,Spectrum Center
10/30/2024,7:30p,NYK,MIA,Kaseya Center
10/30/2024,8:00p,ORL,CHI,United Center
10/30/2024,8:00p,BRK,MEM,FedEx Forum
10/30/2024,9:30p,SAS,OKC,Paycom Center
10/30/2024,10:00p,NOP,GSW,Chase Center
10/30/2024,10:30p,POR,LAC,Intuit Dome
10/31/2024,8:00p,MIL,MEM,FedEx Forum
10/31/2024,8:30p,HOU,DAL,American Airlines Center
10/31/2024,9:00p,SAS,UTA,Delta Center
10/31/2024,10:30p,PHO,LAC,Intuit Dome
11/1/2024,7:00p,BOS,CHO,Spectrum Center
11/1/2024,7:00p,ORL,CLE,Rocket Mortgage Fieldhouse
11/1/2024,7:00p,NYK,DET,Little Caesars Arena
11/1/2024,7:30p,SAC,ATL,State Farm Arena
11/1/2024,7:30p,CHI,BRK,Barclays Center
11/1/2024,7:30p,LAL,TOR,Scotiabank Arena
11/1/2024,8:00p,IND,NOP,Smoothie King Center
11/1/2024,9:30p,DEN,MIN,Target Center
11/1/2024,10:00p,OKC,POR,Moda Center
11/2/2024,6:00p,BOS,CHO,Spectrum Center
11/2/2024,7:30p,MEM,PHI,Wells Fargo Center
11/2/2024,7:30p,SAC,TOR,Scotiabank Arena
11/2/2024,8:00p,GSW,HOU,Toyota Center
11/2/2024,8:00p,CLE,MIL,Fiserv Forum
11/2/2024,8:00p,MIN,SAS,Frost Bank Center
11/2/2024,9:30p,MIA,WAS,Mexico City Arena
11/2/2024,10:00p,UTA,DEN,Ball Arena
11/2/2024,10:00p,POR,PHO,Footprint Center
11/2/2024,10:30p,OKC,LAC,Intuit Dome
11/3/2024,3:30p,DET,BRK,Barclays Center
11/3/2024,7:00p,ATL,NOP,Smoothie King Center
11/3/2024,7:30p,ORL,DAL,American Airlines Center
11/4/2024,7:00p,MIL,CLE,Rocket Mortgage Fieldhouse
11/4/2024,7:15p,GSW,WAS,Capital One Arena
11/4/2024,7:30p,LAL,DET,Little Caesars Arena
11/4/2024,7:45p,BOS,ATL,State Farm Arena
11/4/2024,8:00p,MEM,BRK,Barclays Center
11/4/2024,8:15p,SAC,MIA,Kaseya Center
11/4/2024,8:30p,UTA,CHI,United Center
11/4/2024,8:45p,NYK,HOU,Toyota Center
11/4/2024,9:00p,CHO,MIN,Target Center
11/4/2024,9:15p,ORL,OKC,Paycom Center
11/4/2024,9:30p,POR,NOP,Smoothie King Center
11/4/2024,9:45p,IND,DAL,American Airlines Center
11/4/2024,10:00p,TOR,DEN,Ball Arena
11/4/2024,10:15p,PHI,PHO,Footprint Center
11/4/2024,10:30p,SAS,LAC,Intuit Dome
11/6/2024,7:00p,DET,CHO,Spectrum Center
11/6/2024,7:00p,ORL,IND,Gainbridge Fieldhouse
11/6/2024,7:30p,NYK,ATL,State Farm Arena
11/6/2024,7:30p,GSW,BOS,TD Garden
11/6/2024,8:00p,SAS,HOU,Toyota Center
11/6/2024,8:00p,LAL,MEM,FedEx Forum
11/6/2024,8:00p,CLE,NOP,Smoothie King Center
11/6/2024,8:30p,CHI,DAL,American Airlines Center
11/6/2024,9:00p,OKC,DEN,Ball Arena
11/6/2024,9:00p,MIA,PHO,Footprint Center
11/6/2024,10:00p,PHI,LAC,Intuit Dome
11/6/2024,10:00p,TOR,SAC,Golden 1 Center
11/7/2024,8:00p,MIN,CHI,United Center
11/7/2024,8:00p,UTA,MIL,Fiserv Forum
11/7/2024,8:00p,POR,SAS,Frost Bank Center
11/8/2024,7:00p,IND,CHO,Spectrum Center
11/8/2024,7:00p,ATL,DET,Little Caesars Arena
11/8/2024,7:00p,NOP,ORL,Kia Center
11/8/2024,7:30p,BRK,BOS,TD Garden
11/8/2024,7:30p,GSW,CLE,Rocket Mortgage Fieldhouse
11/8/2024,7:30p,PHO,DAL,American Airlines Center
11/8/2024,7:30p,MIL,NYK,Madison Square Garden (IV)
11/8/2024,8:00p,WAS,MEM,FedEx Forum
11/8/2024,8:00p,HOU,OKC,Paycom Center
11/8/2024,9:00p,MIA,DEN,Ball Arena
11/8/2024,9:00p,POR,MIN,Target Center
11/8/2024,10:00p,PHI,LAL,Crypto.com Arena
11/8/2024,10:00p,LAC,SAC,Golden 1 Center
11/9/2024,5:00p,UTA,SAS,Frost Bank Center
11/9/2024,7:30p,CHI,ATL,State Farm Arena
11/9/2024,7:30p,BRK,CLE,Rocket Mortgage Fieldhouse
11/9/2024,10:30p,TOR,LAC,Intuit Dome
11/10/2024,3:00p,HOU,DET,Little Caesars Arena
11/10/2024,3:30p,BOS,MIL,Fiserv Forum
11/10/2024,5:00p,NYK,IND,Gainbridge Fieldhouse
11/10/2024,6:00p,WAS,ORL,Kia Center
11/10/2024,7:00p,MIA,MIN,Target Center
11/10/2024,7:00p,GSW,OKC,Paycom Center
11/10/2024,7:00p,CHO,PHI,Wells Fargo Center
11/10/2024,8:00p,DAL,DEN,Ball Arena
11/10/2024,8:00p,SAC,PHO,Footprint Center
11/10/2024,9:00p,MEM,POR,Moda Center
11/10/2024,9:30p,TOR,LAL,Crypto.com Arena
11/11/2024,8:00p,CLE,CHI,United Center
11/11/2024,8:00p,WAS,HOU,Toyota Center
11/11/2024,8:00p,BRK,NOP,Smoothie King Center
11/11/2024,8:00p,LAC,OKC,Paycom Center
11/11/2024,8:00p,SAC,SAS,Frost Bank Center
11/12/2024,7:00p,ATL,BOS,TD Garden
11/12/2024,7:00p,MIA,DET,Little Caesars Arena
11/12/2024,7:00p,CHO,ORL,Kia Center
11/12/2024,7:30p,NYK,PHI,Wells Fargo Center
11/12/2024,8:00p,TOR,MIL,Fiserv Forum
11/12/2024,9:00p,PHO,UTA,Delta Center
11/12/2024,10:00p,DAL,GSW,Chase Center
11/12/2024,10:00p,MIN,POR,Moda Center
11/13/2024,7:00p,IND,ORL,Kia Center
11/13/2024,7:30p,BOS,BRK,Barclays Center
11/13/2024,7:30p,CHI,NYK,Madison Square Garden (IV)
11/13/2024,7:30p,NOP,OKC,Paycom Center
11/13/2024,7:30p,CLE,PHI,Wells Fargo Center
11/13/2024,8:00p,LAC,HOU,Toyota Center
11/13/2024,8:00p,DET,MIL,Fiserv Forum
11/13/2024,8:00p,WAS,SAS,Frost Bank Center
11/13/2024,10:00p,MEM,LAL,Crypto.com Arena
11/13/2024,10:00p,MIN,POR,Moda Center
11/13/2024,10:00p,PHO,SAC,Golden 1 Center
11/14/2024,9:00p,DAL,UTA,Delta Center
11/15/2024,7:00p,MIA,IND,Gainbridge Fieldhouse
11/15/2024,7:00p,PHI,ORL,Kia Center
11/15/2024,7:00p,DET,TOR,Scotiabank Arena
11/15/2024,7:30p,WAS,ATL,State Farm Arena
11/15/2024,7:30p,CHI,CLE,Rocket Mortgage Fieldhouse
11/15/2024,7:30p,BRK,NYK,Madison Square Garden (IV)
11/15/2024,7:30p,LAL,SAS,Frost Bank Center
11/15/2024,8:00p,LAC,HOU,Toyota Center
11/15/2024,8:00p,DEN,NOP,Smoothie King Center
11/15/2024,8:00p,PHO,OKC,Paycom Center
11/15/2024,10:00p,MEM,GSW,Chase Center
11/15/2024,10:00p,MIN,SAC,Golden 1 Center
11/16/2024,3:00p,MIL,CHO,Spectrum Center
11/16/2024,8:00p,TOR,BOS,TD Garden
11/16/2024,8:00p,LAL,NOP,Smoothie King Center
11/16/2024,8:30p,SAS,DAL,American Airlines Center
11/16/2024,10:00p,UTA,SAC,Golden 1 Center
11/17/2024,3:30p,PHO,MIN,Target Center
11/17/2024,5:00p,MIA,IND,Gainbridge Fieldhouse
11/17/2024,6:00p,CHO,CLE,Rocket Mortgage Fieldhouse
11/17/2024,6:00p,DEN,MEM,FedEx Forum
11/17/2024,6:00p,ATL,POR,Moda Center
11/17/2024,6:00p,DET,WAS,Capital One Arena
11/17/2024,7:00p,HOU,CHI,United Center
11/17/2024,7:00p,BRK,NYK,Madison Square Garden (IV)
11/17/2024,7:00p,DAL,OKC,Paycom Center
11/17/2024,9:00p,UTA,LAC,Intuit Dome
11/18/2024,7:00p,CHI,DET,Little Caesars Arena
11/18/2024,7:30p,PHI,MIA,Kaseya Center
11/18/2024,7:30p,WAS,NYK,Madison Square Garden (IV)
11/18/2024,7:30p,IND,TOR,Scotiabank Arena
11/18/2024,8:00p,HOU,MIL,Fiserv Forum
11/18/2024,9:00p,ORL,PHO,Footprint Center
11/18/2024,10:00p,ATL,SAC,Golden 1 Center
11/18/2024,10:30p,GSW,LAC,Intuit Dome
11/19/2024,7:00p,CLE,BOS,TD Garden
11/19/2024,7:30p,CHO,BRK,Barclays Center
11/19/2024,8:00p,DEN,MEM,FedEx Forum
11/19/2024,8:30p,NOP,DAL,American Airlines Center
11/19/2024,9:30p,OKC,SAS,Frost Bank Center
11/19/2024,10:30p,UTA,LAL,Crypto.com Arena
11/20/2024,7:30p,NOP,CLE,Rocket Mortgage Fieldhouse
11/20/2024,7:30p,CHI,MIL,Fiserv Forum
11/20/2024,8:00p,IND,HOU,Toyota Center
11/20/2024,8:00p,PHI,MEM,FedEx Forum
11/20/2024,8:00p,POR,OKC,Paycom Center
11/20/2024,10:00p,ATL,GSW,Chase Center
11/20/2024,10:00p,NYK,PHO,Footprint Center
11/20/2024,10:30p,ORL,LAC,Intuit Dome
11/21/2024,7:00p,DET,CHO,Spectrum Center
11/21/2024,7:30p,MIN,TOR,Scotiabank Arena
11/21/2024,8:00p,UTA,SAS,Frost Bank Center
11/21/2024,10:30p,ORL,LAL,Crypto.com Arena
11/22/2024,7:00p,BRK,PHI,Wells Fargo Center
11/22/2024,7:00p,BOS,WAS,Capital One Arena
11/22/2024,7:30p,IND,MIL,Fiserv Forum
11/22/2024,8:00p,ATL,CHI,United Center
11/22/2024,8:00p,POR,HOU,Toyota Center
11/22/2024,8:00p,GSW,NOP,Smoothie King Center
11/22/2024,10:00p,DAL,DEN,Ball Arena
11/22/2024,10:30p,SAC,LAC,Intuit Dome
11/23/2024,5:00p,NYK,UTA,Delta Center
11/23/2024,7:00p,DET,ORL,Kia Center
11/23/2024,8:00p,MEM,CHI,United Center
11/23/2024,8:00p,POR,HOU,Toyota Center
11/23/2024,8:00p,CHO,MIL,Fiserv Forum
11/23/2024,8:30p,GSW,SAS,Frost Bank Center
11/23/2024,10:30p,DEN,LAL,Crypto.com Arena
11/24/2024,3:30p,MIN,BOS,TD Garden
11/24/2024,5:00p,WAS,IND,Gainbridge Fieldhouse
11/24/2024,6:00p,DAL,MIA,Kaseya Center
11/24/2024,6:00p,LAC,PHI,Wells Fargo Center
11/24/2024,7:30p,TOR,CLE,Rocket Mortgage Fieldhouse
11/24/2024,9:00p,BRK,SAC,Golden 1 Center
11/25/2024,7:00p,ORL,CHO,Spectrum Center
11/25/2024,7:00p,TOR,DET,Little Caesars Arena
11/25/2024,7:00p,NOP,IND,Gainbridge Fieldhouse
11/25/2024,7:30p,DAL,ATL,State Farm Arena
11/25/2024,7:30p,LAC,BOS,TD Garden
11/25/2024,8:00p,POR,MEM,FedEx Forum
11/25/2024,9:00p,NYK,DEN,Ball Arena
11/25/2024,10:00p,BRK,GSW,Chase Center
11/25/2024,10:00p,OKC,SAC,Golden 1 Center
11/26/2024,7:00p,CHI,WAS,Capital One Arena
11/26/2024,7:30p,MIL,MIA,Kaseya Center
11/26/2024,8:00p,HOU,MIN,Target Center
11/26/2024,9:00p,SAS,UTA,Delta Center
11/26/2024,10:00p,LAL,PHO,Footprint Center
11/27/2024,7:00p,MIA,CHO,Spectrum Center
11/27/2024,7:00p,ATL,CLE,Rocket Mortgage Fieldhouse
11/27/2024,7:00p,POR,IND,Gainbridge Fieldhouse
11/27/2024,7:00p,CHI,ORL,Kia Center
11/27/2024,7:00p,HOU,PHI,Wells Fargo Center
11/27/2024,7:00p,LAC,WAS,Capital One Arena
11/27/2024,7:30p,NYK,DAL,American Airlines Center
11/27/2024,8:00p,DET,MEM,FedEx Forum
11/27/2024,8:00p,SAC,MIN,Target Center
11/27/2024,8:00p,TOR,NOP,Smoothie King Center
11/27/2024,8:30p,LAL,SAS,Frost Bank Center
11/27/2024,9:00p,BRK,PHO,Footprint Center
11/27/2024,9:00p,DEN,UTA,Delta Center
11/27/2024,10:00p,OKC,GSW,Chase Center
11/29/2024,12:00p,NYK,CHO,Spectrum Center
11/29/2024,2:30p,CLE,ATL,State Farm Arena
11/29/2024,5:00p,NOP,MEM,FedEx Forum
11/29/2024,7:30p,ORL,BRK,Barclays Center
11/29/2024,7:30p,LAC,MIN,Target Center
11/29/2024,8:00p,BOS,CHI,United Center
11/29/2024,8:00p,DET,IND,Gainbridge Fieldhouse
11/29/2024,8:00p,TOR,MIA,Kaseya Center
11/29/2024,10:00p,OKC,LAL,Crypto.com Arena
11/29/2024,10:00p,SAC,POR,Moda Center
11/30/2024,6:00p,ATL,CHO,Spectrum Center
11/30/2024,7:00p,PHI,DET,Little Caesars Arena
11/30/2024,8:00p,WAS,MIL,Fiserv Forum
11/30/2024,9:00p,GSW,PHO,Footprint Center
11/30/2024,9:30p,DAL,UTA,Delta Center
12/1/2024,3:30p,ORL,BRK,Barclays Center
12/1/2024,3:30p,IND,MEM,FedEx Forum
12/1/2024,6:00p,BOS,CLE,Rocket Mortgage Fieldhouse
12/1/2024,6:00p,NOP,NYK,Madison Square Garden (IV)
12/1/2024,6:00p,MIA,TOR,Scotiabank Arena
12/1/2024,7:00p,OKC,HOU,Toyota Center
12/1/2024,8:00p,LAL,UTA,Delta Center
12/1/2024,9:00p,DAL,POR,Moda Center
12/1/2024,9:00p,SAS,SAC,Golden 1 Center
12/1/2024,10:00p,DEN,LAC,Intuit Dome
12/2/2024,7:30p,NOP,ATL,State Farm Arena
12/2/2024,7:30p,MIA,BOS,TD Garden
12/2/2024,8:00p,BRK,CHI,United Center
12/2/2024,8:00p,LAL,MIN,Target Center
12/3/2024,7:00p,PHI,CHO,Spectrum Center
12/3/2024,7:00p,WAS,CLE,Rocket Mortgage Fieldhouse
12/3/2024,7:00p,MIL,DET,Little Caesars Arena
12/3/2024,7:30p,ORL,NYK,Madison Square Garden (IV)
12/3/2024,7:30p,IND,TOR,Scotiabank Arena
12/3/2024,8:00p,UTA,OKC,Paycom Center
12/3/2024,8:30p,MEM,DAL,American Airlines Center
12/3/2024,9:00p,SAS,PHO,Footprint Center
12/3/2024,10:00p,GSW,DEN,Ball Arena
12/3/2024,10:00p,HOU,SAC,Golden 1 Center
12/3/2024,10:30p,POR,LAC,Intuit Dome
12/4/2024,7:30p,DET,BOS,TD Garden
12/4/2024,7:30p,IND,BRK,Barclays Center
12/4/2024,7:30p,LAL,MIA,Kaseya Center
12/4/2024,7:30p,ORL,PHI,Wells Fargo Center
12/4/2024,8:00p,ATL,MIL,Fiserv Forum
12/4/2024,10:30p,MIN,LAC,Intuit Dome
12/5/2024,7:00p,DEN,CLE,Rocket Mortgage Fieldhouse
12/5/2024,7:00p,DAL,WAS,Capital One Arena
12/5/2024,7:30p,CHO,NYK,Madison Square Garden (IV)
12/5/2024,7:30p,OKC,TOR,Scotiabank Arena
12/5/2024,8:00p,SAC,MEM,FedEx Forum
12/5/2024,8:00p,PHO,NOP,Smoothie King Center
12/5/2024,8:00p,CHI,SAS,Frost Bank Center
12/5/2024,10:00p,HOU,GSW,Chase Center
12/6/2024,7:00p,ORL,PHI,Wells Fargo Center
12/6/2024,7:30p,LAL,ATL,State Farm Arena
12/6/2024,7:30p,MIL,BOS,TD Garden
12/6/2024,8:00p,IND,CHI,United Center
12/6/2024,8:00p,SAC,SAS,Frost Bank Center
12/6/2024,10:00p,MIN,GSW,Chase Center
12/6/2024,10:00p,UTA,POR,Moda Center
12/7/2024,1:00p,CLE,CHO,Spectrum Center
12/7/2024,7:00p,OKC,NOP,Smoothie King Center
12/7/2024,7:00p,DEN,WAS,Capital One Arena
12/7/2024,7:30p,DET,NYK,Madison Square Garden (IV)
12/7/2024,7:30p,DAL,TOR,Scotiabank Arena
12/7/2024,8:00p,MEM,BOS,TD Garden
12/7/2024,8:00p,PHO,MIA,Kaseya Center
12/8/2024,1:00p,PHI,CHI,United Center
12/8/2024,3:30p,MIL,BRK,Barclays Center
12/8/2024,5:00p,CHO,IND,Gainbridge Fieldhouse
12/8/2024,6:00p,DEN,ATL,State Farm Arena
12/8/2024,6:00p,CLE,MIA,Kaseya Center
12/8/2024,6:30p,PHO,ORL,Kia Center
12/8/2024,7:00p,NOP,SAS,Frost Bank Center
12/8/2024,7:00p,MEM,WAS,Capital One Arena
12/8/2024,8:30p,MIN,GSW,Chase Center
12/8/2024,9:00p,HOU,LAC,Intuit Dome
12/8/2024,9:00p,UTA,SAC,Golden 1 Center
12/8/2024,9:30p,POR,LAL,Crypto.com Arena
12/9/2024,7:30p,NYK,TOR,Scotiabank Arena
12/19/2024,7:00p,UTA,DET,Little Caesars Arena
12/19/2024,7:00p,OKC,ORL,Kia Center
12/19/2024,7:00p,CHO,WAS,Capital One Arena
12/19/2024,7:30p,CHI,BOS,TD Garden
12/19/2024,7:30p,BRK,TOR,Scotiabank Arena
12/19/2024,8:00p,NOP,HOU,Toyota Center
12/19/2024,8:00p,GSW,MEM,FedEx Forum
12/19/2024,8:00p,NYK,MIN,Target Center
12/19/2024,8:30p,LAC,DAL,American Airlines Center
12/19/2024,9:00p,IND,PHO,Footprint Center
12/19/2024,9:30p,ATL,SAS,Frost Bank Center
12/19/2024,10:00p,DEN,POR,Moda Center
12/19/2024,10:00p,LAL,SAC,Golden 1 Center
12/20/2024,7:00p,CHO,PHI,Wells Fargo Center
12/20/2024,7:30p,MIL,CLE,Rocket Mortgage Fieldhouse
12/20/2024,8:00p,OKC,MIA,Kaseya Center
12/21/2024,6:00p,LAL,SAC,Golden 1 Center
12/21/2024,7:00p,MIA,ORL,Kia Center
12/21/2024,7:30p,MEM,ATL,State Farm Arena
12/21/2024,7:30p,UTA,BRK,Barclays Center
12/21/2024,8:00p,BOS,CHI,United Center
12/21/2024,8:00p,PHI,CLE,Rocket Mortgage Fieldhouse
12/21/2024,8:00p,WAS,MIL,Fiserv Forum
12/21/2024,8:00p,GSW,MIN,Target Center
12/21/2024,8:00p,NYK,NOP,Smoothie King Center
12/21/2024,8:30p,LAC,DAL,American Airlines Center
12/21/2024,8:30p,POR,SAS,Frost Bank Center
12/21/2024,9:00p,DET,PHO,Footprint Center
12/22/2024,6:00p,IND,SAC,Golden 1 Center
12/22/2024,6:00p,HOU,TOR,Scotiabank Arena
12/22/2024,7:00p,DEN,NOP,Smoothie King Center
12/23/2024,7:00p,HOU,CHO,Spectrum Center
12/23/2024,7:00p,UTA,CLE,Rocket Mortgage Fieldhouse
